Rok produkcji,Przebieg,Pojemność skokowa,Moc,Spalanie W Mieście,Cena,Oferta od_Firmy,Oferta od_Osoby prywatnej,Rodzaj paliwa_Benzyna,Rodzaj paliwa_Diesel,Skrzynia biegów_Automatyczna,Skrzynia biegów_Manualna,Kraj pochodzenia_Inne,Kraj pochodzenia_Niemcy,Kraj pochodzenia_Polska,Zarejestrowany w Polsce_Nie,Zarejestrowany w Polsce_Tak
2005,216200,1984.0,200.0,6.21623931623932,25590,0,1,1,0,0,1,0,1,0,0,1
2014,265000,1598.0,105.0,4.6,35000,0,1,0,1,0,1,0,1,0,0,1
2015,160246,1197.0,110.0,6.0,41900,0,1,1,0,0,1,0,0,1,0,1
2003,214400,1984.0,115.0,6.164663461538455,9500,0,1,1,0,1,0,0,1,0,0,1
2010,159500,1984.0,210.0,10.0,42500,1,0,1,0,1,0,0,1,0,1,0
2020,15000,1498.0,150.0,6.928000000000002,125000,0,1,1,0,1,0,0,0,1,0,1
2009,163000,1390.0,80.0,8.0,26300,0,1,1,0,0,1,1,0,0,1,0
2006,278000,1968.0,140.0,6.164663461538455,16900,1,0,0,1,0,1,0,1,0,1,0
2015,267000,1968.0,184.0,5.2,50900,0,1,0,1,0,1,0,1,0,1,0
2013,211000,1968.0,184.0,5.0,61000,0,1,0,1,0,1,0,1,0,0,1
2017,192354,1395.0,125.0,6.0,49198,0,1,1,0,1,0,0,0,1,0,1
2017,170000,1197.0,110.0,6.1,49900,1,0,1,0,0,1,0,0,1,0,1
2003,184000,1598.0,105.0,9.0,8200,0,1,1,0,0,1,0,0,1,0,1
2007,230590,1595.0,102.0,9.0,16500,0,1,1,0,0,1,1,0,0,1,0
2014,241000,1968.0,150.0,5.4,41499,0,1,0,1,1,0,0,0,1,0,1
2007,172649,1390.0,80.0,9.0,16499,1,0,1,0,0,1,0,1,0,1,0
2009,149000,1390.0,80.0,9.0,22900,0,1,1,0,0,1,0,1,0,1,0
2009,364000,1968.0,110.0,6.164663461538455,19000,0,1,0,1,0,1,0,1,0,0,1
2015,175000,1968.0,184.0,5.0,66900,1,0,0,1,1,0,1,0,0,0,1
2009,248000,1896.0,105.0,6.0,18900,0,1,0,1,0,1,0,1,0,1,0
2019,83000,999.0,115.0,7.190939597315435,52800,1,0,1,0,0,1,0,0,1,0,1
2018,135000,1598.0,115.0,4.6,54900,1,0,0,1,0,1,0,0,1,0,1
2007,171000,1390.0,80.0,8.0,12900,0,1,1,0,0,1,0,1,0,1,0
1999,290000,1896.0,110.0,6.164663461538455,11300,0,1,0,1,0,1,0,1,0,0,1
2014,199500,1968.0,150.0,5.0,48500,0,1,0,1,0,1,0,1,0,0,1
2003,430000,1896.0,105.0,6.164663461538455,6900,0,1,0,1,0,1,0,1,0,0,1
2007,240000,1984.0,230.0,6.21623931623932,20900,0,1,1,0,0,1,0,1,0,1,0
2010,150000,1390.0,122.0,8.0,28990,0,1,1,0,0,1,1,0,0,1,0
2011,277670,1968.0,140.0,6.0,26500,0,1,0,1,0,1,1,0,0,0,1
2022,11000,1984.0,245.0,6.21623931623932,193356,0,1,1,0,1,0,0,0,1,0,1
2009,170000,1390.0,80.0,8.0,24900,0,1,1,0,0,1,1,0,0,1,0
2003,200000,1984.0,115.0,6.164663461538455,9500,0,1,1,0,1,0,0,1,0,1,0
2017,91000,1598.0,90.0,4.0,45400,0,1,0,1,0,1,0,0,1,0,1
2009,173671,1390.0,122.0,8.1,28900,1,0,1,0,0,1,0,1,0,1,0
2007,170000,1595.0,102.0,7.0,17900,0,1,1,0,0,1,0,1,0,1,0
2009,160000,1595.0,102.0,6.164663461538455,27900,1,0,1,0,0,1,0,1,0,1,0
2006,167660,1390.0,75.0,9.0,12500,0,1,1,0,0,1,0,1,0,1,0
2016,42000,1395.0,125.0,6.2,71999,0,1,1,0,1,0,1,0,0,0,1
2015,221000,1968.0,150.0,5.0,53900,1,0,0,1,0,1,1,0,0,0,1
2015,150000,1197.0,110.0,6.0,46800,0,1,1,0,0,1,0,1,0,1,0
2008,273000,1896.0,105.0,5.0,16500,1,0,0,1,0,1,1,0,0,0,1
2005,208000,1598.0,115.0,6.164663461538455,16999,1,0,1,0,1,0,0,1,0,1,0
2008,264000,1896.0,105.0,7.0,11900,0,1,0,1,0,1,0,1,0,0,1
2013,256000,1598.0,105.0,4.0,37500,0,1,0,1,0,1,0,1,0,0,1
2013,149000,1395.0,122.0,6.9,44999,0,1,1,0,0,1,0,1,0,1,0
2016,204000,1968.0,150.0,5.0,61900,0,1,0,1,0,1,0,0,1,1,0
2019,119000,1598.0,115.0,6.164663461538455,62999,1,0,0,1,0,1,0,0,1,0,1
2006,225700,1984.0,200.0,11.0,25900,0,1,1,0,0,1,0,1,0,0,1
2001,194000,1390.0,75.0,7.190939597315435,5999,0,1,1,0,0,1,0,1,0,1,0
2017,109000,1598.0,115.0,6.164663461538455,75000,0,1,0,1,0,1,0,0,1,0,1
2019,104700,1498.0,150.0,6.3,84894,1,0,1,0,1,0,0,0,1,0,1
2007,220000,1896.0,105.0,6.0,14200,1,0,0,1,0,1,1,0,0,1,0
2002,239000,1390.0,75.0,7.190939597315435,7900,1,0,1,0,0,1,0,1,0,1,0
2005,239000,1896.0,130.0,9.0,8900,1,0,0,1,1,0,1,0,0,0,1
2004,200000,1390.0,75.0,9.0,11900,1,0,1,0,0,1,1,0,0,0,1
2012,211000,1598.0,105.0,6.164663461538455,24900,1,0,0,1,0,1,1,0,0,1,0
2018,203929,1968.0,150.0,5.0,65999,0,1,0,1,0,1,0,1,0,0,1
1999,175000,1390.0,75.0,9.0,3800,1,0,1,0,0,1,1,0,0,1,0
2007,273500,1896.0,105.0,6.0,14900,1,0,0,1,0,1,0,1,0,0,1
2004,177362,1390.0,75.0,7.190939597315435,12399,1,0,1,0,0,1,0,1,0,1,0
2010,148000,1390.0,122.0,8.0,27260,0,1,1,0,0,1,0,0,1,0,1
2007,250000,1896.0,105.0,6.0,17900,1,0,0,1,0,1,1,0,0,0,1
2012,191000,1598.0,105.0,5.0,27500,1,0,0,1,0,1,0,1,0,0,1
2009,291000,1896.0,105.0,6.0,17300,0,1,0,1,0,1,0,1,0,0,1
2008,239576,2000.0,140.0,6.164663461538455,19900,1,0,0,1,0,1,1,0,0,1,0
2019,255000,1968.0,150.0,5.0,70900,1,0,0,1,0,1,0,1,0,0,1
2007,237000,1595.0,102.0,9.0,17900,0,1,1,0,0,1,1,0,0,1,0
2008,279000,1896.0,105.0,6.0,13500,0,1,0,1,0,1,0,1,0,1,0
2016,75500,1197.0,110.0,6.1,57700,0,1,1,0,0,1,1,0,0,0,1
2010,207000,1598.0,105.0,4.6,26777,1,0,0,1,0,1,0,1,0,1,0
2014,152000,1395.0,122.0,6.0,46999,0,1,1,0,0,1,0,0,1,0,1
2000,193240,1390.0,75.0,7.0,5999,0,1,1,0,0,1,0,1,0,1,0
2013,174000,1984.0,230.0,7.0,67900,1,0,1,0,0,1,1,0,0,1,0
2018,235000,1598.0,115.0,4.6,45268,0,1,0,1,0,1,0,0,1,0,1
2017,194646,1598.0,90.0,6.164663461538455,49900,0,1,0,1,0,1,0,0,1,0,1
2017,24000,1395.0,125.0,6.0,91900,0,1,1,0,1,0,0,0,1,0,1
2009,198000,1896.0,105.0,6.164663461538455,21900,1,0,0,1,0,1,1,0,0,1,0
2019,49800,1984.0,290.0,8.3,140900,0,1,1,0,1,0,1,0,0,0,1
2016,117300,1197.0,110.0,6.0,52500,0,1,1,0,0,1,0,0,1,0,1
2019,93758,1498.0,130.0,6.0,75900,0,1,1,0,1,0,0,0,1,1,0
2005,188256,1595.0,102.0,9.0,16999,1,0,1,0,0,1,0,1,0,0,1
2002,149000,1390.0,75.0,9.0,7999,1,0,1,0,0,1,0,1,0,1,0
2019,95649,999.0,115.0,5.5,51900,1,0,1,0,0,1,1,0,0,1,0
1998,170000,1595.0,102.0,9.0,6150,0,1,1,0,0,1,1,0,0,0,1
2006,257700,1896.0,105.0,6.0,15900,0,1,0,1,0,1,0,1,0,0,1
2016,129000,1395.0,150.0,6.928000000000002,64500,1,0,1,0,0,1,0,0,1,0,1
2009,179230,1390.0,80.0,8.0,21900,0,1,1,0,0,1,0,1,0,1,0
2014,214000,1968.0,140.0,5.9,45500,0,1,0,1,1,0,0,1,0,1,0
2013,223700,1598.0,105.0,4.6,35000,0,1,0,1,0,1,0,0,1,0,1
2016,47350,1395.0,125.0,6.0,59000,0,1,1,0,0,1,0,0,1,0,1
2008,230200,1595.0,102.0,9.0,16900,0,1,1,0,0,1,1,0,0,1,0
2018,80000,1395.0,125.0,6.0,75900,1,0,1,0,0,1,0,0,1,0,1
2010,84400,1197.0,105.0,7.0,30000,0,1,1,0,0,1,0,0,1,0,1
2017,125727,1395.0,125.0,8.0,75000,0,1,1,0,0,1,0,0,1,0,1
2017,112347,1395.0,125.0,8.0,75000,0,1,1,0,0,1,1,0,0,0,1
2015,112300,1984.0,220.0,8.0,73900,0,1,1,0,1,0,0,1,0,1,0
2003,165650,1390.0,75.0,9.0,8900,0,1,1,0,0,1,0,1,0,1,0
2006,191410,1600.0,102.0,6.164663461538455,22900,1,0,1,0,0,1,0,1,0,1,0
2006,181000,1390.0,80.0,8.0,14800,1,0,1,0,0,1,0,1,0,1,0
2012,95000,1390.0,160.0,8.0,37900,0,1,1,0,0,1,1,0,0,0,1
2002,148000,1598.0,105.0,9.0,11900,1,0,1,0,0,1,0,1,0,1,0
2006,226000,1595.0,102.0,9.0,15990,0,1,1,0,0,1,1,0,0,1,0
2008,225000,1968.0,140.0,7.0,16900,0,1,0,1,0,1,1,0,0,1,0
2016,199850,1598.0,110.0,4.0,58500,0,1,0,1,1,0,0,0,1,0,1
1992,205000,1595.0,70.0,6.164663461538455,6500,0,1,1,0,0,1,0,1,0,0,1
2019,134000,1598.0,115.0,4.9,48998,1,0,0,1,0,1,0,0,1,0,1
2014,258390,1968.0,150.0,5.2,49900,1,0,0,1,1,0,1,0,0,1,0
1999,35470,1781.0,318.0,11.0,29999,1,0,1,0,0,1,1,0,0,0,1
2005,190000,1896.0,105.55555555555556,6.164663461538455,22500,1,0,0,1,0,1,1,0,0,1,0
2009,168000,1998.0,129.84914846470403,6.164663461538455,34900,1,0,0,1,0,1,1,0,0,1,0
2012,250000,1598.0,105.0,6.164663461538455,25800,1,0,0,1,0,1,0,1,0,1,0
2011,190000,1390.0,122.0,8.0,24000,0,1,1,0,0,1,1,0,0,0,1
2022,10530,1968.0,150.0,6.21623931623932,172800,0,1,0,1,1,0,1,0,0,0,1
2003,231000,1390.0,75.0,9.0,7850,0,1,1,0,0,1,0,1,0,1,0
2007,200749,1390.0,80.0,9.0,16900,0,1,1,0,0,1,0,1,0,1,0
1997,250000,1896.0,90.0,6.0,8900,0,1,0,1,0,1,0,1,0,0,1
2015,120000,1395.0,122.0,6.6,57000,0,1,1,0,0,1,0,0,1,0,1
2006,208000,1390.0,140.0,9.0,16499,1,0,1,0,0,1,0,1,0,1,0
2018,94000,1395.0,125.0,7.0,67670,0,1,1,0,0,1,0,0,1,0,1
2013,222000,1598.0,105.0,5.7,29000,0,1,0,1,0,1,0,1,0,0,1
2006,116453,1390.0,170.0,6.928000000000002,18900,0,1,1,0,0,1,0,1,0,0,1
2015,142482,1984.0,230.0,8.2,85500,0,1,1,0,1,0,0,0,1,0,1
2005,325000,1896.0,105.0,6.164663461538455,8000,0,1,0,1,0,1,0,1,0,0,1
2008,220000,1595.0,102.0,9.8,19900,0,1,1,0,0,1,0,1,0,0,1
2013,212000,1197.0,105.0,7.0,35555,0,1,1,0,0,1,0,0,1,0,1
2010,179460,1197.0,105.0,6.0,19750,0,1,1,0,0,1,0,1,0,0,1
2019,121300,1598.0,115.0,6.164663461538455,60800,0,1,0,1,0,1,0,0,1,1,0
2014,131000,1395.0,122.0,6.0,46500,0,1,1,0,0,1,0,0,1,0,1
2011,285100,1598.0,105.0,5.7,25200,0,1,0,1,0,1,1,0,0,0,1
2018,189000,1968.0,150.0,5.0,69600,0,1,0,1,0,1,1,0,0,1,0
2001,173000,1390.0,75.0,8.0,7800,1,0,1,0,0,1,0,1,0,0,1
2012,163000,1390.0,160.0,8.0,37900,1,0,1,0,0,1,0,1,0,1,0
2009,130000,1595.0,102.0,9.0,28500,0,1,1,0,0,1,0,1,0,0,1
2013,156000,1598.0,105.0,5.0,46666,0,1,0,1,0,1,0,1,0,0,1
2011,310000,1598.0,105.0,6.5,23999,0,1,0,1,0,1,1,0,0,0,1
2010,227000,1395.0,122.0,7.190939597315435,23800,0,1,1,0,0,1,0,1,0,1,0
2018,55000,1968.0,150.0,5.0,105054,0,1,0,1,1,0,0,0,1,0,1
2007,328976,1896.0,105.0,6.0,14500,0,1,0,1,1,0,0,1,0,0,1
2009,300000,1896.0,105.0,6.6,15900,0,1,0,1,0,1,0,1,0,1,0
2008,280000,1896.0,105.0,6.164663461538455,17999,1,0,0,1,0,1,1,0,0,0,1
2007,230000,1896.0,105.0,6.6,15200,0,1,0,1,0,1,0,1,0,0,1
2006,209000,1595.0,102.0,9.0,13950,0,1,1,0,0,1,0,1,0,1,0
2005,233000,1400.0,80.0,7.190939597315435,11990,1,0,1,0,0,1,1,0,0,0,1
2006,247000,1390.0,75.0,9.0,14700,0,1,1,0,0,1,0,1,0,1,0
2018,160000,1598.0,115.0,6.0,51500,0,1,0,1,0,1,0,0,1,0,1
2014,200000,1598.0,110.0,4.0,37900,1,0,0,1,0,1,1,0,0,1,0
2021,25750,1968.0,150.0,6.21623931623932,123000,0,1,0,1,1,0,0,1,0,0,1
2009,190000,1390.0,80.0,9.0,20900,0,1,1,0,0,1,1,0,0,1,0
2018,206000,1598.0,115.0,6.164663461538455,73000,1,0,0,1,0,1,1,0,0,1,0
2017,213400,1395.0,125.0,6.0,55900,1,0,1,0,0,1,0,0,1,0,1
2016,200000,1968.0,150.0,5.0,56800,0,1,0,1,0,1,0,1,0,1,0
2009,250000,1896.0,105.0,6.0,16900,0,1,0,1,0,1,0,1,0,0,1
2017,127000,1968.0,150.0,5.2,69990,0,1,0,1,1,0,0,1,0,1,0
2011,230000,1968.0,170.0,7.0,46500,0,1,0,1,1,0,1,0,0,0,1
2007,174000,1390.0,170.0,9.0,14900,1,0,1,0,0,1,0,1,0,1,0
2015,190000,1968.0,184.0,5.0,56500,1,0,0,1,0,1,0,1,0,1,0
2016,129000,1395.0,150.0,6.928000000000002,64500,1,0,1,0,0,1,0,0,1,0,1
2015,262877,1395.0,150.0,6.928000000000002,47700,0,1,1,0,1,0,0,0,1,0,1
2014,198000,1968.0,150.0,5.0,43900,1,0,0,1,0,1,0,1,0,1,0
2018,68000,999.0,86.0,6.0,47000,0,1,1,0,0,1,0,0,1,0,1
2008,212000,1390.0,80.0,8.0,22900,1,0,1,0,0,1,0,1,0,1,0
2018,225800,1598.0,115.0,6.164663461538455,47500,0,1,0,1,0,1,0,0,1,0,1
2003,255000,1390.0,75.0,9.0,7700,0,1,1,0,0,1,0,0,1,0,1
2008,305000,1390.0,80.0,8.5,13900,1,0,1,0,0,1,1,0,0,1,0
2011,189265,1598.0,105.0,5.0,25949,1,0,0,1,0,1,1,0,0,1,0
2009,193000,1390.0,80.0,8.5,27999,0,1,1,0,0,1,0,1,0,1,0
2007,181000,1390.0,90.0,6.0,18900,0,1,1,0,0,1,0,1,0,1,0
1997,230100,1598.0,75.0,9.0,2750,0,1,1,0,0,1,0,1,0,1,0
2018,157235,1395.0,150.0,6.0,74000,1,0,1,0,1,0,0,0,1,0,1
2018,149000,1598.0,115.0,4.2,64900,1,0,0,1,1,0,0,1,0,1,0
2016,77000,1984.0,230.0,8.0,94500,0,1,1,0,1,0,0,1,0,1,0
2002,202000,1598.0,105.0,6.164663461538455,11900,1,0,1,0,0,1,0,1,0,0,1
2009,185000,1598.0,105.0,5.0,26900,0,1,0,1,0,1,0,0,1,0,1
2008,217500,1390.0,122.0,8.0,16500,0,1,1,0,0,1,0,0,1,0,1
2009,151000,1968.0,110.0,6.0,29900,0,1,0,1,0,1,1,0,0,1,0
2011,316000,1598.0,105.0,5.7,19800,1,0,0,1,0,1,0,1,0,1,0
2018,100000,999.0,110.0,5.9,58900,1,0,1,0,0,1,0,0,1,0,1
2018,122653,1598.0,115.0,6.164663461538455,64900,1,0,0,1,0,1,0,0,1,0,1
2019,129000,999.0,115.0,7.190939597315435,48500,1,0,1,0,0,1,0,0,1,0,1
2006,149279,1595.0,102.0,9.0,17900,0,1,1,0,0,1,0,1,0,1,0
2018,164000,1968.0,150.0,5.0,89900,1,0,0,1,1,0,0,1,0,1,0
2005,241000,1595.0,102.0,6.164663461538455,13800,0,1,1,0,0,1,0,1,0,0,1
2013,117530,1395.0,140.0,6.0,53998,0,1,1,0,1,0,0,1,0,1,0
2016,83306,1395.0,150.0,6.6,72900,1,0,1,0,0,1,1,0,0,0,1
2011,213900,1598.0,105.0,4.6,25900,0,1,0,1,0,1,0,1,0,1,0
2015,206000,1598.0,105.0,5.2,35300,0,1,0,1,0,1,0,0,1,0,1
2006,232000,1896.0,100.0,6.0,9000,0,1,0,1,0,1,1,0,0,0,1
2004,138000,1598.0,115.0,8.0,15900,0,1,1,0,0,1,0,0,1,0,1
2014,193000,1598.0,110.0,4.4,43999,1,0,0,1,1,0,1,0,0,0,1
2005,348258,1896.0,100.0,6.0,7999,0,1,0,1,0,1,0,1,0,1,0
2011,198750,1598.0,105.0,4.6,27500,0,1,0,1,0,1,1,0,0,0,1
2002,221000,1598.0,105.0,9.0,6500,0,1,1,0,0,1,0,1,0,0,1
2013,220000,1197.0,86.0,6.0,41900,0,1,1,0,0,1,1,0,0,0,1
2018,195550,1598.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,1,0,0,1
2012,197300,1598.0,105.0,4.6,25900,0,1,0,1,0,1,0,1,0,1,0
2017,206000,1598.0,115.0,6.164663461538455,48900,1,0,0,1,0,1,1,0,0,0,1
2008,178000,1968.0,140.0,6.0,22500,0,1,0,1,0,1,0,0,1,0,1
2011,250000,1598.0,105.0,5.2,26900,0,1,0,1,0,1,0,1,0,1,0
2016,170000,1598.0,110.0,4.0,48900,0,1,0,1,1,0,0,1,0,1,0
2015,202000,1598.0,110.0,4.0,45000,0,1,0,1,1,0,0,1,0,0,1
2008,334780,1896.0,105.0,6.6,12000,0,1,0,1,0,1,1,0,0,1,0
2017,196500,1598.0,115.0,6.164663461538455,49999,0,1,0,1,0,1,0,1,0,0,1
2006,287000,1896.0,105.0,6.0,15500,0,1,0,1,0,1,0,0,1,0,1
2005,209000,1390.0,75.0,9.0,13699,1,0,1,0,0,1,0,1,0,1,0
2018,67000,1598.0,115.0,6.164663461538455,72000,0,1,0,1,0,1,0,0,1,0,1
2007,176299,1390.0,80.0,8.0,17500,0,1,1,0,0,1,0,1,0,0,1
2010,186300,1390.0,160.0,8.0,30999,0,1,1,0,1,0,1,0,0,0,1
2012,200000,1968.0,140.0,6.0,32900,0,1,0,1,0,1,0,1,0,1,0
2014,220000,1968.0,150.0,5.2,42999,1,0,0,1,0,1,0,1,0,1,0
2010,231014,1598.0,105.0,5.0,29800,0,1,0,1,1,0,0,1,0,0,1
2009,197000,1390.0,80.0,8.5,23500,0,1,1,0,0,1,0,1,0,0,1
2005,283000,1896.0,105.0,7.0,15700,0,1,0,1,0,1,0,1,0,1,0
2010,176380,1390.0,80.0,8.0,27000,1,0,1,0,0,1,0,1,0,1,0
2001,198000,1390.0,75.0,7.190939597315435,7000,0,1,1,0,0,1,0,1,0,0,1
2005,285000,1896.0,105.0,6.0,13000,0,1,0,1,0,1,1,0,0,0,1
2014,212000,1968.0,150.0,5.2,44900,0,1,0,1,0,1,0,1,0,0,1
2011,374900,1598.0,105.0,4.0,20900,0,1,0,1,0,1,0,1,0,0,1
2003,219000,1896.0,100.0,8.0,12900,0,1,0,1,1,0,0,1,0,0,1
2003,344500,1896.0,130.0,7.0,6300,0,1,0,1,0,1,1,0,0,0,1
2014,208570,1598.0,105.0,4.6,36500,0,1,0,1,0,1,0,0,1,0,1
2012,236286,1598.0,105.0,5.0,26900,0,1,0,1,0,1,0,0,1,0,1
2008,225000,1390.0,80.0,8.5,18500,0,1,1,0,0,1,0,1,0,1,0
2018,133000,1598.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,0,1,0,1
2007,328000,1896.0,105.0,6.0,14900,0,1,0,1,0,1,0,0,1,0,1
2015,211000,1598.0,110.0,4.5,43900,1,0,0,1,0,1,0,1,0,1,0
2010,163077,1390.0,80.0,8.0,30999,0,1,1,0,0,1,0,1,0,0,1
2012,199000,1598.0,105.0,4.7,29900,0,1,0,1,0,1,1,0,0,1,0
2016,71760,1968.0,150.0,5.2,60900,0,1,0,1,0,1,0,1,0,1,0
2006,274700,1598.0,115.0,6.164663461538455,15900,1,0,1,0,0,1,0,0,1,0,1
2001,211541,1595.0,102.0,6.164663461538455,9999,0,1,1,0,0,1,0,1,0,1,0
2023,1,1984.0,245.0,6.21623931623932,178500,1,0,1,0,1,0,1,0,0,1,0
2008,139000,1390.0,122.0,8.2,20000,0,1,1,0,0,1,0,0,1,0,1
2008,178000,1390.0,122.0,8.0,17950,1,0,1,0,0,1,0,1,0,1,0
2011,230000,1390.0,122.0,7.190939597315435,29900,0,1,1,0,1,0,1,0,0,1,0
2020,20000,1498.0,130.0,7.190939597315435,106900,1,0,1,0,0,1,0,0,1,0,1
2013,211000,1968.0,150.0,5.0,42500,0,1,0,1,0,1,1,0,0,0,1
2019,119000,1598.0,115.0,6.164663461538455,65800,1,0,0,1,0,1,0,0,1,0,1
2019,81000,1598.0,115.0,6.164663461538455,63800,1,0,0,1,0,1,0,0,1,0,1
2019,93000,1598.0,115.0,6.164663461538455,59800,1,0,0,1,0,1,0,0,1,0,1
2006,198000,1390.0,75.0,9.0,10000,0,1,1,0,0,1,1,0,0,1,0
2008,435000,1896.0,105.0,6.164663461538455,11700,1,0,0,1,0,1,0,1,0,1,0
2016,149000,1968.0,150.0,6.21623931623932,62900,1,0,0,1,0,1,0,1,0,1,0
2015,47000,1197.0,86.0,7.190939597315435,49900,1,0,1,0,0,1,0,1,0,1,0
2018,50000,999.0,110.0,7.190939597315435,56900,0,1,1,0,0,1,0,0,1,0,1
2018,181950,1598.0,115.0,6.164663461538455,47900,1,0,0,1,0,1,0,0,1,0,1
2014,94752,1598.0,105.0,4.6,54900,0,1,0,1,0,1,0,0,1,1,0
2016,144000,1600.0,110.0,6.164663461538455,56900,0,1,0,1,0,1,0,1,0,0,1
2007,209000,1390.0,80.0,9.0,17399,1,0,1,0,0,1,0,1,0,1,0
2014,119900,1395.0,140.0,6.0,55500,1,0,1,0,0,1,1,0,0,0,1
1999,183159,1390.0,75.0,8.0,5900,0,1,1,0,0,1,0,1,0,1,0
2009,176900,1968.0,110.0,6.0,27999,1,0,0,1,0,1,0,1,0,1,0
2007,224208,1896.0,105.0,6.0,14900,0,1,0,1,0,1,0,1,0,1,0
2011,215651,1968.0,140.0,6.0,28400,1,0,0,1,0,1,1,0,0,1,0
2020,44216,1498.0,130.0,7.190939597315435,105900,1,0,1,0,0,1,0,0,1,0,1
2007,183800,1390.0,80.0,8.0,16000,0,1,1,0,0,1,1,0,0,0,1
2014,145000,1395.0,122.0,6.9,52000,0,1,1,0,0,1,0,0,1,0,1
2002,210000,1598.0,105.0,9.0,7500,0,1,1,0,0,1,0,1,0,0,1
2006,301000,1968.0,170.0,6.5,20000,0,1,0,1,0,1,1,0,0,0,1
2014,168000,1395.0,122.0,6.6,40500,0,1,1,0,0,1,1,0,0,0,1
2010,160000,1984.0,210.0,10.0,42900,1,0,1,0,0,1,1,0,0,1,0
2002,311000,1896.0,100.0,6.0,2300,0,1,0,1,0,1,0,1,0,0,1
2021,30000,1498.0,130.0,5.0,112500,1,0,1,0,0,1,0,0,1,0,1
2019,63500,1498.0,130.0,6.3,72889,1,0,1,0,0,1,0,0,1,0,1
2006,181000,1390.0,75.0,9.0,12900,1,0,1,0,0,1,0,1,0,1,0
2004,256000,1896.0,105.0,6.0,10900,1,0,0,1,0,1,0,1,0,1,0
1988,142961,1781.0,107.0,6.164663461538455,49999,1,0,1,0,0,1,1,0,0,1,0
2015,52109,1395.0,125.0,6.0,66800,1,0,1,0,1,0,0,0,1,0,1
2019,58000,1498.0,150.0,6.1,85500,0,1,1,0,1,0,1,0,0,0,1
2005,195670,1595.0,102.0,9.0,17000,1,0,1,0,0,1,0,1,0,1,0
2010,189000,1598.0,105.0,5.2,25900,1,0,0,1,0,1,1,0,0,1,0
